Player,Sentiment
"Josh Jackson","0.040410645828725444"
"Justin Jackson","0.9300164874013714"
"Reggie Jackson","0.15373541715203365"
"LeBron James","0.07728194369886254"
"DeJon Jarreau","0.8060548959342134"
"DaQuan Jeffries","0.1764155681650722"
"Ty Jerome","0.23349745224926144"
"Isaiah Joe","0.9198898409047824"
"Alize Johnson","0.22738509879013624"
"B.J. Johnson","0.8352854047313337"
"Cameron Johnson","0.72006431408892"
"David Johnson","0.6401603163535935"
"Jalen Johnson","0.6863328825943127"
"James Johnson","0.1560405709438698"
"Joe Johnson","0.0865919487862411"
"Keldon Johnson","0.10725154115970148"
"Keon Johnson","0.35689987295622383"
"Stanley Johnson","0.016765810316080265"
"Tyler Johnson","0.2389509068748672"
"Nikola Jokić","0.3824890734172921"
"Carlik Jones","0.1611547640848976"
"Damian Jones","0.09724168554663548"
"Derrick Jones Jr.","0.17182426814195806"
"Herbert Jones","0.5144483504621917"
"Jemerrio Jones","0.4507283744055466"
"Kai Jones","0.1621279685558944"
"Mason Jones","0.5262600111201398"
"Tre Jones","0.7048004039782154"
"Tyus Jones","0.9558361167728155"
"DeAndre Jordan","0.08956970883937498"
"Cory Joseph","0.659461077308838"
"Georgios Kalaitzakis","0.054062565302388066"
"Frank Kaminsky","0.6356632974094423"
"Luke Kennard","0.49474872516788093"
"Braxton Key","0.7971385617784242"
"George King","0.6285833567666187"
"Louis King","0.6671715193464287"
"Corey Kispert","0.1270900457742793"
"Maxi Kleber","0.5896831340644505"
"Brandon Knight","0.24295809255257061"
"Nathan Knight","0.13232986742690322"
"Kevin Knox","0.7554594251978616"
"John Konchar","0.5861145872635273"
"Furkan Korkmaz","0.5944587912716612"
"Luke Kornet","0.0568444837259946"
"Vit Krejci","0.42582299146218316"
"Arnoldas Kulboka","0.7556185629416088"
"Jonathan Kuminga","0.6847141211071739"
"Kyle Kuzma","0.0839530676538176"
"Anthony Lamb","0.4665126903039988"
"Jeremy Lamb","0.9796032362116184"
"Jock Landale","0.5993153823137229"
"Romeo Langford","0.8747667676683002"
"Zach LaVine","0.5493994295990525"
"Jake Layman","0.39944428295051493"
"Damion Lee","0.8073109741346364"
"Saben Lee","0.6282838852035977"
"Alex Len","0.4233650264206428"
"Caris LeVert","0.37471989621733903"
"Kira Lewis Jr.","0.6296740069635332"
"Scottie Lewis","0.2414727403774053"
"Damian Lillard","0.12251474187863576"
"Nassir Little","0.4211622975668735"
"Isaiah Livers","0.7490135842667439"
"Kevon Looney","0.48179129174070257"
"Brook Lopez","0.4320599898649369"
"Robin Lopez","0.16264801957882224"
"Didi Louzada","0.4803849828446831"
"Kevin Love","0.36013293498462806"
"Kyle Lowry","0.18223319903483226"
"Timothé Luwawu-Cabarrot","0.6306823023931452"
"Trey Lyles","0.0005775378587662416"
"Théo Maledon","0.5696030516681633"
"Sandro Mamukelashvili","0.11804017450644522"
"Terance Mann","0.9285085605917696"
"Tre Mann","0.7099168180092322"
"Boban Marjanović","0.531531915703279"
"Lauri Markkanen","0.41498665482638697"
"Naji Marshall","0.6479297471964904"
"Caleb Martin","0.3690740234020202"
"Cody Martin","0.407630119466612"
"Kelan Martin","0.4987415531857996"
"Kenyon Martin Jr.","0.45701872887366235"
"Garrison Mathews","0.26662297269760016"
"Dakota Mathias","0.055197102026403266"
"Wesley Matthews","0.3348194694173592"
"Tyrese Maxey","0.814399897115385"
"Skylar Mays","0.775761301065746"
"Miles McBride","0.4187985664175793"
"Mac McClung","0.7388445315731809"
"CJ McCollum","0.6636043379782594"
"T.J. McConnell","0.5820134659413168"
"Jaden McDaniels","0.5871079476183384"
"Jalen McDaniels","0.9852451046832915"
"Doug McDermott","0.28238241791540586"
"JaVale McGee","0.11943132098124665"
"Cameron McGriff","0.4010131393301919"
"Rodney McGruder","0.10192797271732235"
"Alfonzo McKinnie","0.12418793206681544"
"JaQuori McLaughlin","0.6480211859184819"
"Jordan McLaughlin","0.7532587223016474"
"Ben McLemore","0.677960583430951"
"De'Anthony Melton","0.17072687653346474"
"Sam Merrill","0.011889789909352633"
"Chimezie Metu","0.6718360377738338"
"Khris Middleton","0.34127056806450884"
"C.J. Miles","0.5953478161592883"
"Patty Mills","0.008416942504094749"
"Paul Millsap","0.07780744223217351"
"Shake Milton","0.7793493559565373"
"Davion Mitchell","0.4370399495655164"
"Donovan Mitchell","0.9428538488373025"
"Evan Mobley","0.5131007821971366"
"Malik Monk","0.9936973067251736"
"Greg Monroe","0.08302173826433745"
"Moses Moody","0.5400570596592298"
"Xavier Moon","0.689935029646371"
"Matt Mooney","0.7697833172822841"
"Ja Morant","0.4559840960007805"
"Juwan Morgan","0.3859888300605008"
"Jaylen Morris","0.7806503497986685"
"Marcus Morris","0.8540395257953667"
"Markieff Morris","0.5770006043324665"
"Monte Morris","0.20128153780953684"
"Emmanuel Mudiay","0.06363311321360754"
"Mychal Mulder","0.0777486028372748"
"Ade Murkey","0.5008342413087546"
"Trey Murphy III","0.25108627642713066"
"Dejounte Murray","0.46016252730127427"
"Mike Muscala","0.3362847300912425"
"Svi Mykhailiuk","0.5568002497102349"
"Abdel Nader","0.34215011899137426"
"Larry Nance Jr.","0.1043095476307011"
"RJ Nembhard Jr.","0.19550084219771113"
"Aaron Nesmith","0.34306624701650534"
"Raul Neto","0.09648138035402054"
"Malik Newman","0.9424089444689367"
"Georges Niang","0.4472548998156507"
"Daishen Nix","0.26272777545669757"
"Zeke Nnaji","0.7367181858012181"
"Nerlens Noel","0.5715019611041753"
"Jaylen Nowell","0.6678969868339713"
"Frank Ntilikina","0.5993921067413098"
"Jusuf Nurkić","0.3532371181226187"
"David Nwaba","0.5951802774668801"
"Jordan Nwora","0.9831942759466213"
"Royce O'Neale","0.6339230531926611"
"Semi Ojeleye","0.5133263935555014"
"Chuma Okeke","0.02725958606588652"
"Josh Okogie","0.20955452693375198"
"Onyeka Okongwu","0.7150821383823943"
"Isaac Okoro","0.6488996436179238"
"KZ Okpala","0.9557892719273973"
"Cameron Oliver","0.3233690053448057"
"Kelly Olynyk","0.00632258202893099"
"Eugene Omoruyi","0.5742277282140325"
"Miye Oni","0.7622806011073718"
"Cedi Osman","0.16661584391485174"
"Daniel Oturu","0.05422727591763432"
"Kelly Oubre Jr.","0.3925233491500194"
"Jaysean Paige","0.04216996550476437"
"Trayvon Palmer","0.1490110991369782"
"Kevin Pangos","0.19087648957954784"
"Jabari Parker","0.27455860010558253"
"Eric Paschall","0.16572678966080012"
"Chris Paul","0.036315894692608985"
"Cameron Payne","0.8517637377231082"
"Elfrid Payton","0.40675943890290645"
"Gary Payton II","0.04913721803035631"
"Norvel Pelle","0.15864328895760327"
"Reggie Perry","0.7392993159114313"
"Jamorko Pickett","0.4415456039887946"
"Theo Pinson","0.0812218890767914"
"Mason Plumlee","0.08260587959374266"
"Jakob Poeltl","0.5347188016784122"
"Aleksej Pokusevski","0.6305555252828032"
"Yves Pons","0.855548680214365"
"Jordan Poole","0.7059401217761543"
"Kevin Porter Jr.","0.9426582584899307"
"Michael Porter Jr.","0.19524072260706815"
"Otto Porter Jr.","0.4252532129220913"
"Bobby Portis","0.21856306421182936"
"Kristaps Porziņģis","0.10801683290812158"
"Micah Potter","0.3481828082587042"
"Dwight Powell","0.7591065128376483"
"Myles Powell","0.7900002526418988"
"Norman Powell","0.8270374346562303"
"Joshua Primo","0.01560189059366135"
"Taurean Prince","0.07804932862310765"
"Payton Pritchard","0.1461474117283752"
"Trevelin Queen","0.6358822123484132"
"Neemias Queta","0.8822106421292788"
"Immanuel Quickley","0.7800244999825778"
"Jahmi'us Ramsey","0.7042031990361243"
"Julius Randle","0.016067075123982866"
"Austin Reaves","0.1485319727198927"
"Cam Reddish","0.5972790074213439"
"Davon Reed","0.5782557596113119"
"Paul Reed","0.5180544196956207"
"Naz Reid","0.30608016276761485"
"Nick Richards","0.7967146931594403"
"Josh Richardson","0.9301729527529893"
"Austin Rivers","0.4218919839778894"
"Duncan Robinson","0.2601210362797526"
"Justin Robinson","0.9306866568366154"
"Mitchell Robinson","0.7977469526490755"
"Jeremiah Robinson-Earl","0.47984953771987604"
"Isaiah Roby","0.021153386021352638"
"Rajon Rondo","0.5188126646820833"
"Derrick Rose","0.9756317050226827"
"Terrence Ross","0.5671818675904423"
"Terry Rozier","0.5936455205898584"
"Ricky Rubio","0.16556296799349823"
"D'Angelo Russell","0.20026323501346333"
"Domantas Sabonis","0.7647524924580461"
"Olivier Sarr","0.01094182056529458"
"Tomáš Satoranský","0.6083389229667122"
"Jordan Schakel","0.8664507050555166"
"Admiral Schofield","0.02269000224530704"
"Dennis Schröder","0.8569611741132114"
"Tre Scott","0.3459536635607213"
"Jay Scrubb","0.5378207064400633"
"Wayne Selden","0.1927318816860697"
"Alperen Şengün","0.34475791255782773"
"Collin Sexton","0.390309331547529"
"Landry Shamet","0.5479186369247441"
"Day'Ron Sharpe","0.7452730942917913"
"Pascal Siakam","0.14883813573860127"
"Chris Silva","0.2147635039371779"
"Marko Simonovic","0.3338242368863569"
"Anfernee Simons","0.297953367328326"
"Jericho Sims","0.6899952667702257"
"Deividas Sirvydis","0.5078909407332507"
"Javonte Smart","0.05175933471898997"
"Marcus Smart","0.30452534164872735"
"Dennis Smith Jr.","0.07286966522476779"
"Ish Smith","0.01410980650039384"
"Jalen Smith","0.600053279272219"
"Xavier Sneed","0.3097138880039736"
"Tony Snell","0.6089731715547685"
"Jaden Springer","0.6708814452080061"
"Cassius Stanley","0.3910921239716717"
"Nik Stauskas","0.28401415969646215"
"Lance Stephenson","0.31576397819696955"
"Lamar Stevens","0.05652785570846186"
"Isaiah Stewart","0.37825530997694257"
"Max Strus","0.49066684383480486"
"Jalen Suggs","0.9522696443221658"
"Craig Sword","0.388823746565244"
"Keifer Sykes","0.9453604508659368"
"Jae'Sean Tate","0.05961954348808507"
"Jayson Tatum","0.04556779508056408"
"Terry Taylor","0.7940805908410306"
"Garrett Temple","0.10559919456944189"
"Emanuel Terry","0.5814488595597347"
"Tyrell Terry","0.8084607361596395"
"Jon Teske","0.40757023344598875"
"Daniel Theis","0.548831321964598"
"Brodric Thomas","0.301858293209337"
"Cam Thomas","0.9868648320350467"
"Isaiah Thomas","0.3622829249417039"
"Matt Thomas","0.7747039952088376"
"Klay Thompson","0.9349505183193418"
"Tristan Thompson","0.2140595354124215"
"JT Thor","0.39593317326304545"
"Matisse Thybulle","0.8290360080260831"
"Killian Tillie","0.435348993808339"
"Xavier Tillman Sr.","0.7561550844247507"
"Isaiah Todd","0.7574199032304726"
"Obi Toppin","0.48704435316777883"
"Juan Toscano-Anderson","0.4925889100374483"
"Karl-Anthony Towns","0.2049465781378813"
"Gary Trent Jr.","0.15569687708918534"
"P.J. Tucker","0.01404751803059201"
"Rayjon Tucker","0.9108379115412182"
"Myles Turner","0.31639876741860795"
"Jonas Valančiūnas","0.016039459224268526"
"Denzel Valentine","0.8716928797584321"
"Jarred Vanderbilt","0.033963733658790685"
"Fred VanVleet","0.06038544254338507"
"Devin Vassell","0.09481401626898223"
"Gabe Vincent","0.9139601455326665"
"Nikola Vučević","0.4864920358588606"
"Dean Wade","0.46062370870445435"
"Franz Wagner","0.21124423958749683"
"Moritz Wagner","0.4581382327480178"
"Ish Wainright","0.9980212961601626"
"Kemba Walker","0.40591747436997894"
"Lonnie Walker IV","0.9537768434481709"
"M.J. Walker","0.28410972813922375"
"Derrick Walton","0.875903765065981"
"Brad Wanamaker","0.40929604611928894"
"Duane Washington Jr.","0.7371237009773031"
"P.J. Washington","0.04667868666122854"
"Yuta Watanabe","0.24017253827736518"
"Tremont Waters","0.6627209147585503"
"Trendon Watford","0.7574178100451652"
"Paul Watson","0.40175113577738675"
"Quinndary Weatherspoon","0.698104558424627"
"Russell Westbrook","0.671129684057309"
"Coby White","0.9786021164409925"
"Derrick White","0.45329787840061664"
"Hassan Whiteside","0.37704951569304224"
"Joe Wieskamp","0.6924163836799412"
"Aaron Wiggins","0.07841097510592066"
"Andrew Wiggins","0.799693225948187"
"Lindell Wigginton","0.4768955518842969"
"Brandon Williams","0.7534388953695973"
"Grant Williams","0.8472302791989105"
"Kenrich Williams","0.06707741727134797"
"Lou Williams","0.24382812671862597"
"Patrick Williams","0.2498882966265068"
"Robert Williams","0.9121851031845125"
"Ziaire Williams","0.0935214734840597"
"D.J. Wilson","0.933078548903065"
"Dylan Windler","0.6888226363925868"
"Justise Winslow","0.832692118565207"
"Cassius Winston","0.7127939911523585"
"Christian Wood","0.9582872255983707"
"Robert Woodard II","0.7764066864903644"
"Delon Wright","0.09560877088861242"
"McKinley Wright IV","0.5844088073382461"
"Moses Wright","0.4905587943229939"
"Thaddeus Young","0.6241142035868221"
"Trae Young","0.24072696490344925"
"Omer Yurtseven","0.880501108689358"
"Cody Zeller","0.9753353954434885"
"Ivica Zubac","0.6473144536059784"
